ID,sapServer,usage,databaseServer,programName,activeUsersOfTheProgram,noOfTimesThePgmRunForTheMonth,executionMonth,currentRunningTimeinCPUSeconds,energyConsumptioninMWH,co2EmissioninMG
923,,PROD,,Y0NVX_ZAR0137,,2,Feb,79,,0.0395
924,,PROD,,Y0NWM_0002,,1,Feb,2246,,1.123
925,,PROD,,Y0NWM_0003,,1,Feb,6154,,3.077
926,,PROD,,Y0NWM_0005,,1,Feb,34,,0.017
927,,PROD,,Y0NWM_0007,,1,Feb,161,,0.0805
928,,PROD,,Y0NWM_0009,,1,Feb,527,,0.2635
929,,PROD,,Y0NWM_0010,,1,Feb,3764,,1.882
930,,PROD,,Y0NWM_0011,,1,Feb,7936,,3.968
931,,PROD,,Y0NWM_0012,,1,Feb,222,,0.111
932,,PROD,,Y0NWM_0013,,1,Feb,498,,0.249
933,,PROD,,Y0NWM_0015,,1,Feb,97,,0.0485
934,,PROD,,Y0NWM_0016,,1,Feb,6,,0.003
935,,PROD,,Y0NWM_0018,,1,Feb,457,,0.2285
936,,PROD,,Y0NWM_0021,,1,Feb,113,,0.0565
937,,PROD,,Y0NWM_0022,,1,Feb,995,,0.4975
938,,PROD,,Y0NWM_0023,,1,Feb,2,,0.001
939,,PROD,,Y0NWM_0025,,1,Feb,4102,,2.051
940,,PROD,,Y0NWM_0028,,1,Feb,125,,0.0625
941,,PROD,,Y0NWM_0029,,1,Feb,2,,0.001
942,,PROD,,Y0NWM_0031,,1,Feb,649,,0.3245
943,,PROD,,Y0NWM_0033,,1,Feb,4,,0.002
944,,PROD,,Y0NWM_0035,,1,Feb,159,,0.0795
945,,PROD,,Y0NWM_0036,,1,Feb,31,,0.0155
946,,PROD,,Y0NWM_0038,,1,Feb,7391,,3.6955
947,,PROD,,Y0NWM_0039,,1,Feb,6,,0.003
948,,PROD,,Y0NWM_0041,,1,Feb,97,,0.0485
949,,PROD,,Y0NWM_0042,,1,Feb,668,,0.334
950,,PROD,,Y0NWM_0043,,1,Feb,12,,0.006
951,,PROD,,Y0NWM_0044,,1,Feb,24,,0.012
952,,PROD,,Y0NWM_0046,,1,Feb,1513,,0.7565
953,,PROD,,Y0NWM_0047,,1,Feb,1,,0.0005
954,,PROD,,Y0NWM_0048,,1,Feb,2,,0.001
955,,PROD,,Y0NWM_ZAR0013,,5,Feb,64,,0.032
956,,PROD,,Y0NWM_ZAR0021,,2,Feb,4021,,2.0105
957,,PROD,,Y0PRD_0001,,1,Feb,1,,0.0005
958,,PROD,,Y0PRD_0004,,1,Feb,4,,0.002
959,,PROD,,Z_USER_ROLE_TCODE,,1,Feb,339,,0.1695
960,,PROD,,Z_USER_ROLE_TCODE_N,,1,Feb,42,,0.021
961,,PROD,,Z_USER_TCODE,,1,Feb,6,,0.003
962,,PROD,,ZCLJOBMON_ALERT_EMAIL_ENH=====CP,,1,Feb,1,,0.0005
963,,PROD,,ZMNFI_0006,,1,Feb,14,,0.007
964,,PROD,,ZMNFI_0014,,1,Feb,316,,0.158
965,,PROD,,ZMNFI_0015,,1,Feb,1,,0.0005
966,,PROD,,ZMNMM_0006,,1,Feb,9,,0.0045
967,,PROD,,ZMNMM_0007,,1,Feb,13,,0.0065
968,,PROD,,ZMNMM_0008,,1,Feb,7,,0.0035
969,,PROD,,ZMNMM_0009,,1,Feb,42,,0.021
970,,PROD,,ZMNMM_ZAR0041,,1,Feb,490,,0.245
971,,PROD,,ZMNMM_ZAR0043,,1,Feb,18,,0.009
972,,PROD,,ZMNSD_0003,,1,Feb,177,,0.0885
973,,PROD,,ZMNSD_0004,,1,Feb,613,,0.3065
974,,PROD,,ZMNSD_0006,,1,Feb,27,,0.0135
975,,PROD,,ZMNSD_0008,,1,Feb,3,,0.0015
976,,PROD,,ZMNSD_0009,,1,Feb,1462,,0.731
977,,PROD,,ZMNSD_ZAR0007,,2,Feb,4273,,2.1365
978,,PROD,,ZPNFI_ZAB0001,,1,Feb,24,,0.012
979,,PROD,,ZRNFI_0002,,1,Feb,22,,0.011
980,,PROD,,ZRNFI_0006,,1,Feb,7,,0.0035
981,,PROD,,ZRNFI_0007,,1,Feb,1896,,0.948
982,,PROD,,ZRNFI_0010,,1,Feb,985,,0.4925
983,,PROD,,ZRNFI_0023,,1,Feb,48,,0.024
984,,PROD,,ZRNFI_0024,,1,Feb,6064,,3.032
985,,PROD,,ZRNFI_0026,,1,Feb,9,,0.0045
986,,PROD,,ZRNFI_0027,,1,Feb,76,,0.038
987,,PROD,,ZRNFI_0029,,1,Feb,1,,0.0005
988,,PROD,,ZRNFI_0030,,1,Feb,2,,0.001
989,,PROD,,ZRNFI_0031,,1,Feb,565,,0.2825
990,,PROD,,ZRNFI_0035,,1,Feb,1855,,0.9275
991,,PROD,,ZRNFI_ZAO0005,,1,Feb,2694,,1.347
992,,PROD,,ZRNFI_ZAO0008,,1,Feb,144,,0.072
993,,PROD,,ZRNFI_ZAO0009,,1,Feb,297,,0.1485
994,,PROD,,ZRNFI_ZAR0006,,2,Feb,177272,,88.636
995,,PROD,,ZRNMM_0001,,1,Feb,45,,0.0225
996,,PROD,,ZRNMM_0002,,1,Feb,413,,0.2065
997,,PROD,,ZRNMM_0003,,1,Feb,191,,0.0955
998,,PROD,,ZRNMM_0005,,1,Feb,69,,0.0345
999,,PROD,,ZRNMM_0006,,1,Feb,40,,0.02
1000,,PROD,,ZRNMM_0007,,1,Feb,29,,0.0145
1001,,PROD,,ZRNMM_0009,,1,Feb,202,,0.101
1002,,PROD,,ZRNMM_0012,,1,Feb,208,,0.104
1003,,PROD,,ZRNMM_0013,,1,Feb,2,,0.001
1004,,PROD,,ZRNMM_0014,,1,Feb,28,,0.014
1005,,PROD,,ZRNMM_0015,,1,Feb,159,,0.0795
1006,,PROD,,ZRNMM_ZAO0003,,2,Feb,25136,,12.568
1007,,PROD,,ZRNMM_ZAO0004,,3,Feb,73923,,36.9615
1008,,PROD,,ZRNMM_ZAO0005,,3,Feb,639,,0.3195
1009,,PROD,,ZRNMM_ZAO0006,,1,Feb,3,,0.0015
1010,,PROD,,ZRNSD_0002,,1,Feb,1,,0.0005
1011,,PROD,,ZRNSD_0006,,1,Feb,10030,,5.015
1012,,PROD,,ZRNSD_0007,,1,Feb,9,,0.0045
1013,,PROD,,ZRNSD_0008,,1,Feb,31,,0.0155
1014,,PROD,,ZRNSD_0009,,1,Feb,2599,,1.2995
1015,,PROD,,ZRNSD_0011,,1,Feb,350,,0.175
1016,,PROD,,ZRNSD_0012,,1,Feb,1,,0.0005
1017,,PROD,,ZRNSD_0013,,1,Feb,22643,,11.3215
1018,,PROD,,ZRNSD_0014,,1,Feb,3,,0.0015
1019,,PROD,,ZRNSD_0017,,1,Feb,13,,0.0065
1020,,PROD,,ZRNSD_0018,,1,Feb,479,,0.2395
1021,,PROD,,ZRNSD_0019,,1,Feb,28299,,14.1495
1022,,PROD,,ZRNSD_0025,,1,Feb,1,,0.0005
1023,,PROD,,ZRNSD_ZAB0001,,2,Feb,11,,0.0055
1024,,PROD,,ZRNSD_ZAO0001,,1,Feb,9,,0.0045
1025,,PROD,,ZRNSD_ZAO0003,,3,Feb,1454237,,727.1185
1026,,PROD,,ZRNSD_ZAO0004,,1,Feb,4,,0.002
1027,,PROD,,ZRNSD_ZAO0005,,1,Feb,975,,0.4875
1028,,PROD,,ZRNSD_ZAO0006,,4,Feb,149643,,74.8215
1029,,PROD,,ZRNSD_ZAR0008,,2,Feb,1677,,0.8385
1030,,PROD,,ZSGBMR_WBSPOSTING,,1,Feb,52,,0.026
1031,,PROD,,ZSNDS_0002,,1,Feb,11,,0.0055
1032,,PROD,,ZSNDS_0003,,1,Feb,21,,0.0105
1033,,PROD,,ZSNDS_0006,,1,Feb,1,,0.0005
1034,,PROD,,ZSNDS_0010,,1,Feb,507,,0.2535
1035,,PROD,,ZSNDS_0013,,1,Feb,3060,,1.53
1036,,PROD,,ZSNDS_0016,,1,Feb,12,,0.006
1037,,PROD,,ZSNDS_0023,,1,Feb,5,,0.0025
1038,,PROD,,ZSNDS_0026,,1,Feb,2,,0.001
1039,,PROD,,ZSNDS_0029,,1,Feb,22,,0.011
1040,,PROD,,ZSNDS_0030,,1,Feb,767,,0.3835
1041,,PROD,,ZSNDS_0032,,1,Feb,13,,0.0065
1042,,PROD,,ZSNDS_0041,,1,Feb,15,,0.0075
1043,,PROD,,ZSNDS_0043,,1,Feb,158,,0.079
1044,,PROD,,ZSNDS_ZAB0003,,1,Feb,3922,,1.961
1045,,PROD,,ZSNDS_ZAI0001,,1,Feb,94,,0.047
1046,,PROD,,ZSNDS_ZAO0001,,1,Feb,12,,0.006
1047,,PROD,,ZSNDS_ZAO0002,,1,Feb,137,,0.0685
1048,,PROD,,ZSNDS_ZAO0003,,1,Feb,969,,0.4845
1049,,PROD,,ZSNDS_ZAR0010,,3,Feb,1241,,0.6205
1050,,PROD,,ZSNDS_ZAR0015,,23,Feb,510,,0.255
1051,,PROD,,ZSNDS_ZAR0018,,3,Feb,1240,,0.62
1052,,PROD,,ZSNDS_ZAR0019,,2,Feb,30,,0.015
1053,,PROD,,ZSNDS_ZAR0020,,7,Feb,66,,0.033
1054,,PROD,,ZSNDS_ZAR0022,,3,Feb,5479,,2.7395
1055,,PROD,,ZSNDS_ZAR0023,,1,Feb,5,,0.0025
1056,,PROD,,ZSNDS_ZAR0048,,2,Feb,2,,0.001
1057,,PROD,,ZSNFI_0009,,1,Feb,1,,0.0005
1058,,PROD,,ZSNFI_0016,,1,Feb,5,,0.0025
1059,,PROD,,ZSNFI_0023,,1,Feb,35,,0.0175
1060,,PROD,,ZSNFI_0036,,1,Feb,113,,0.0565
1061,,PROD,,ZSNFI_0038,,1,Feb,74,,0.037
1062,,PROD,,ZSNFI_0047,,1,Feb,889,,0.4445
1063,,PROD,,ZSNFI_0050,,1,Feb,4900,,2.45
1064,,PROD,,ZSNFI_0052,,1,Feb,2,,0.001
1065,,PROD,,ZSNFI_0053,,1,Feb,628,,0.314
1066,,PROD,,ZSNFI_0055,,1,Feb,8,,0.004
1067,,PROD,,ZSNFI_0056,,1,Feb,3,,0.0015
1068,,PROD,,ZSNFI_0060,,1,Feb,502,,0.251
1069,,PROD,,ZSNFI_0061,,1,Feb,6662,,3.331
1070,,PROD,,ZSNFI_0062,,1,Feb,433,,0.2165
1071,,PROD,,ZSNFI_0063,,1,Feb,23,,0.0115
1072,,PROD,,ZSNFI_0064,,1,Feb,397,,0.1985
1073,,PROD,,ZSNFI_0065,,1,Feb,34,,0.017
1074,,PROD,,ZSNFI_0066,,1,Feb,135,,0.0675
1075,,PROD,,ZSNFI_0067,,1,Feb,77,,0.0385
1076,,PROD,,ZSNFI_0068,,1,Feb,1359,,0.6795
1077,,PROD,,ZSNFI_0074,,1,Feb,324,,0.162
1078,,PROD,,ZSNFI_0076,,1,Feb,5,,0.0025
1079,,PROD,,ZSNFI_0077,,1,Feb,29,,0.0145
1080,,PROD,,ZSNFI_0078,,1,Feb,107,,0.0535
1081,,PROD,,ZSNFI_0081,,1,Feb,1398,,0.699
1082,,PROD,,ZSNFI_0082,,1,Feb,7387,,3.6935
1083,,PROD,,ZSNFI_0083,,1,Feb,28,,0.014
1084,,PROD,,ZSNFI_0084,,1,Feb,816,,0.408
1085,,PROD,,ZSNFI_0086,,1,Feb,8,,0.004
1086,,PROD,,ZSNFI_0087,,1,Feb,95,,0.0475
1087,,PROD,,ZSNFI_0088,,1,Feb,12,,0.006
1088,,PROD,,ZSNFI_0089,,1,Feb,54,,0.027
1089,,PROD,,ZSNFI_0093,,1,Feb,909,,0.4545
1090,,PROD,,ZSNFI_0100,,1,Feb,302,,0.151
1091,,PROD,,ZSNFI_0101,,1,Feb,99,,0.0495
1092,,PROD,,ZSNFI_0102,,1,Feb,163,,0.0815
1093,,PROD,,ZSNFI_0104,,1,Feb,1221,,0.6105
1094,,PROD,,ZSNFI_0105,,1,Feb,190,,0.095
1095,,PROD,,ZSNFI_0106,,1,Feb,273,,0.1365
1096,,PROD,,ZSNFI_0107,,1,Feb,1819,,0.9095
1097,,PROD,,ZSNFI_0108,,1,Feb,1277,,0.6385
1098,,PROD,,ZSNFI_0111,,1,Feb,3934,,1.967
1099,,PROD,,ZSNFI_0112,,1,Feb,2875,,1.4375
1100,,PROD,,ZSNFI_0113,,1,Feb,719,,0.3595
1101,,PROD,,ZSNFI_0114,,1,Feb,1,,0.0005
1102,,PROD,,ZSNFI_0116,,1,Feb,384,,0.192
1103,,PROD,,ZSNFI_0117,,1,Feb,158,,0.079
1104,,PROD,,ZSNFI_0118,,1,Feb,129,,0.0645
1105,,PROD,,ZSNFI_0122,,1,Feb,380,,0.19
1106,,PROD,,ZSNFI_0123,,1,Feb,50,,0.025
1107,,PROD,,ZSNFI_0125,,1,Feb,45,,0.0225
1108,,PROD,,ZSNFI_0127,,1,Feb,79,,0.0395
1109,,PROD,,ZSNFI_0128,,1,Feb,1571,,0.7855
1110,,PROD,,ZSNFI_0129,,1,Feb,101,,0.0505
1111,,PROD,,ZSNFI_0130,,1,Feb,527,,0.2635
1112,,PROD,,ZSNFI_0133,,1,Feb,195,,0.0975
1113,,PROD,,ZSNFI_0134,,1,Feb,78,,0.039
1114,,PROD,,ZSNFI_0135,,1,Feb,215,,0.1075
1115,,PROD,,ZSNFI_0136,,1,Feb,30,,0.015
1116,,PROD,,ZSNFI_0201,,1,Feb,92,,0.046
1117,,PROD,,ZSNFI_0202,,1,Feb,7,,0.0035
1118,,PROD,,ZSNFI_ZAO0005,,3,Feb,197,,0.0985
1119,,PROD,,ZSNFI_ZAO0008,,6,Feb,5,,0.0025
1120,,PROD,,ZSNFI_ZAO0009,,1,Feb,1,,0.0005
1121,,PROD,,ZSNFI_ZAO0024,,1,Feb,2,,0.001
1122,,PROD,,ZSNFI_ZAO0025,,1,Feb,1,,0.0005
1123,,PROD,,ZSNFI_ZAO0026,,13,Feb,17703,,8.8515
1124,,PROD,,ZSNFI_ZAR0008,,1,Feb,1,,0.0005
1125,,PROD,,ZSNFI_ZAR0010,,15,Feb,6,,0.003
1126,,PROD,,ZSNFI_ZAR0023,,1,Feb,56,,0.028
1127,,PROD,,ZSNFI_ZAS0005,,207,Feb,141,,0.0705
1128,,PROD,,ZSNMM_0002,,1,Feb,425,,0.2125
1129,,PROD,,ZSNMM_0005,,1,Feb,5810,,2.905
1130,,PROD,,ZSNMM_0007,,1,Feb,2200,,1.1
1131,,PROD,,ZSNMM_0008,,1,Feb,2390,,1.195
1132,,PROD,,ZSNMM_0012,,1,Feb,260,,0.13
1133,,PROD,,ZSNMM_0016,,1,Feb,1,,0.0005
1134,,PROD,,ZSNMM_0017,,1,Feb,159,,0.0795
1135,,PROD,,ZSNMM_0018,,1,Feb,38,,0.019
1136,,PROD,,ZSNMM_0019,,1,Feb,463,,0.2315
1137,,PROD,,ZSNMM_0020,,1,Feb,2,,0.001
1138,,PROD,,ZSNMM_ZAR0015,,2,Feb,23379,,11.6895
1139,,PROD,,ZSNSD_0004,,1,Feb,2,,0.001
1140,,PROD,,ZSNSD_0006,,1,Feb,10,,0.005
1141,,PROD,,ZSNSD_0008,,1,Feb,18,,0.009
1142,,PROD,,ZSNSD_0012,,1,Feb,102,,0.051
1143,,PROD,,ZSNSD_ZAO0001,,1,Feb,1,,0.0005
1144,,PROD,,ZSNSD_ZAO0002,,15,Feb,1937,,0.9685
1145,,PROD,,ZSOD_V2,,1,Feb,43,,0.0215
1146,,PROD,,ZTNCO_0005,,1,Feb,23,,0.0115
1147,,PROD,,ZTNFI_0003,,1,Feb,2,,0.001
1148,,PROD,,ZTNFI_0004,,1,Feb,1,,0.0005
1149,,PROD,,ZTNFI_0005,,1,Feb,112,,0.056
1150,,PROD,,ZTNFI_0009,,1,Feb,31,,0.0155
1151,,PROD,,ZTNFI_0011,,1,Feb,109,,0.0545
1152,,PROD,,ZTNFI_0016,,1,Feb,1786,,0.893
1153,,PROD,,ZTNFI_0018,,1,Feb,276,,0.138
1154,,PROD,,ZTNFI_0019,,1,Feb,5,,0.0025
1155,,PROD,,ZTNFI_0020,,1,Feb,83,,0.0415
1156,,PROD,,ZTNFI_0021,,1,Feb,2,,0.001
1157,,PROD,,ZTNFI_0022,,1,Feb,125,,0.0625
1158,,PROD,,ZTNFI_0034,,1,Feb,2,,0.001
1159,,PROD,,ZTNFI_0041,,1,Feb,25,,0.0125
1160,,PROD,,ZTNFI_0042,,1,Feb,1,,0.0005
1161,,PROD,,ZTNFI_0050,,1,Feb,27,,0.0135
1162,,PROD,,ZTNFI_0051,,1,Feb,2,,0.001
1163,,PROD,,ZTNFI_0053,,1,Feb,684,,0.342
1164,,PROD,,ZTNFI_0054,,1,Feb,6826,,3.413
1165,,PROD,,ZTNFI_0071,,1,Feb,5,,0.0025
1166,,PROD,,ZTNFI_0072,,1,Feb,1,,0.0005
1167,,PROD,,ZTNFI_ZAN0001,,2,Feb,309,,0.1545
1168,,PROD,,ZTNFI_ZAO0006,,2,Feb,258,,0.129
1169,,PROD,,ZTNFI_ZAR0007,,1,Feb,1,,0.0005
1170,,PROD,,ZTNMM_0002,,1,Feb,8,,0.004
1171,,PROD,,ZTNMM_0003,,1,Feb,1,,0.0005
1172,,PROD,,ZTNMM_0004,,1,Feb,2,,0.001
1173,,PROD,,ZTNMM_0007,,1,Feb,362,,0.181
1174,,PROD,,ZTNMM_0009,,1,Feb,3386,,1.693
1175,,PROD,,ZTNMM_0010,,1,Feb,8509,,4.2545
1176,,PROD,,ZTNMM_0011,,1,Feb,1519,,0.7595
1177,,PROD,,ZTNMM_0015,,1,Feb,2,,0.001
1178,,PROD,,ZTNMM_0016,,1,Feb,18,,0.009
1179,,PROD,,ZTNMM_0031,,1,Feb,12331,,6.1655
1180,,PROD,,ZTNMM_0037,,1,Feb,30,,0.015
1181,,PROD,,ZTNMM_0038,,1,Feb,90,,0.045
1182,,PROD,,ZTNMM_0048,,1,Feb,641,,0.3205
1183,,PROD,,ZTNMM_0050,,1,Feb,16,,0.008
1184,,PROD,,ZTNMM_0051,,1,Feb,16,,0.008
1185,,PROD,,ZTNMM_0052,,1,Feb,423,,0.2115
1186,,PROD,,ZTNMM_0056,,1,Feb,128,,0.064
1187,,PROD,,ZTNMM_ZAE0001,,4,Feb,84492,,42.246
1188,,PROD,,ZTNMM_ZAN0002,,20,Feb,81,,0.0405
1189,,PROD,,ZTNMM_ZAO0001,,1,Feb,11,,0.0055
1190,,PROD,,ZTNMM_ZAO0010,,1,Feb,18,,0.009
1191,,PROD,,ZTNMM_ZAO0015,,1,Feb,1,,0.0005
1192,,PROD,,ZTNSD_0006,,1,Feb,2787,,1.3935
1193,,PROD,,ZTNSD_0014,,1,Feb,895,,0.4475
1194,,PROD,,ZTNSD_0017,,1,Feb,197,,0.0985
1195,,PROD,,ZTNSD_0019,,1,Feb,206,,0.103
1196,,PROD,,ZTNSD_0020,,1,Feb,6,,0.003
1197,,PROD,,ZTNSD_0021,,1,Feb,763,,0.3815
1198,,PROD,,ZTNSD_0022,,1,Feb,40000,,20
1199,,PROD,,ZTNSD_0023,,1,Feb,49492,,24.746
1200,,PROD,,ZTNSD_0037,,1,Feb,38,,0.019
1201,,PROD,,ZTNSD_0047,,1,Feb,324,,0.162
1202,,PROD,,ZTNSD_0049,,1,Feb,8,,0.004
1203,,PROD,,ZTNSD_0056,,1,Feb,1,,0.0005
1204,,PROD,,ZTNSD_0059,,1,Feb,9,,0.0045
1205,,PROD,,ZTNSD_0060,,1,Feb,1,,0.0005
1206,,PROD,,ZTNSD_ZAB0011,,91,Feb,80,,0.04
1207,,PROD,,ZTNSD_ZAE0006,,1,Feb,12587,,6.2935
1208,,PROD,,ZTNSD_ZAN0002,,1,Feb,2067,,1.0335
1209,,PROD,,ZTNSD_ZAO0001,,1,Feb,189,,0.0945
1210,,PROD,,ZTNSD_ZAO0002,,1,Feb,134,,0.067
1211,,PROD,,ZTNSD_ZAO0005,,1,Feb,5850,,2.925
1212,,PROD,,ZTNSD_ZAO0007,,1,Feb,1,,0.0005
1213,,PROD,,ZTNSD_ZAO0008,,1,Feb,70,,0.035
1214,,PROD,,ZTNSD_ZAO0009,,1,Feb,2393,,1.1965
1215,,PROD,,ZTNSD_ZAO0010,,1,Feb,903,,0.4515
1216,,PROD,,ZTNSD_ZAO0011,,1,Feb,1536,,0.768
1217,,PROD,,ZTNSD_ZAO0012,,1,Feb,7758,,3.879
1218,,PROD,,ZTNSD_ZAO0014,,1,Feb,124,,0.062
1219,,PROD,,ZTNSD_ZAO0015,,1,Feb,2,,0.001
1220,,PROD,,ZTNSD_ZAO0016,,1,Feb,78,,0.039
1221,,PROD,,ZTNSD_ZAO0018,,1,Feb,202,,0.101
1222,,PROD,,ZTNSD_ZAO0030,,1,Feb,64159,,32.0795
1223,,PROD,,ZTNSD_ZAR0054,,2,Feb,154,,0.077
1224,,PROD,,ZVNFI_0001,,1,Feb,228,,0.114
1225,,PROD,,ZVNFI_0002,,1,Feb,1,,0.0005
1226,,PROD,,ZVNFI_ZAB0001,,1,Feb,126,,0.063
1227,,PROD,,ZVNSD_0001,,1,Feb,6,,0.003
1228,,PROD,,ZVNSD_0004,,1,Feb,39,,0.0195
1229,,PROD,,ZWADATIS,,1,Feb,867,,0.4335
1230,,PROD,,,,,,,,0
