sapServer,usage,databaseServer,programName,activeUsersOfTheProgram,noOfTimesThePgmRunForTheMonth,executionMonth,currentRunningTimeinCPUSeconds,energyConsumptioninMWH,co2EmissioninMG
,PROD,,ZRNSD_0011,,1,Jan,388,,
,PROD,,ZRNSD_0012,,1,Jan,2,,
,PROD,,ZRNSD_0013,,1,Jan,29534,,
,PROD,,ZRNSD_0017,,1,Jan,5,,
,PROD,,ZRNSD_0018,,1,Jan,899,,
,PROD,,ZRNSD_0019,,1,Jan,41298,,
,PROD,,ZRNSD_0025,,1,Jan,1,,
,PROD,,ZRNSD_ZAB0001,,1,Jan,13,,
,PROD,,ZRNSD_ZAO0001,,1,Jan,10,,
,PROD,,ZRNSD_ZAO0003,,3,Jan,431511,,
,PROD,,ZRNSD_ZAO0004,,1,Jan,5,,
,PROD,,ZRNSD_ZAO0005,,1,Jan,1073,,
,PROD,,ZRNSD_ZAO0006,,4,Jan,235452,,
,PROD,,ZRNSD_ZAR0008,,2,Jan,1940,,
,PROD,,ZSGBMR_WBSPOSTING,,1,Jan,44,,
,PROD,,ZSNDS_0002,,1,Jan,8,,
,PROD,,ZSNDS_0003,,1,Jan,11,,
,PROD,,ZSNDS_0006,,1,Jan,31,,
,PROD,,ZSNDS_0013,,1,Jan,5003,,
,PROD,,ZSNDS_0016,,1,Jan,63,,
,PROD,,ZSNDS_0019,,1,Jan,7,,
,PROD,,ZSNDS_0023,,1,Jan,15,,
,PROD,,ZSNDS_0026,,1,Jan,2,,
,PROD,,ZSNDS_0029,,1,Jan,19,,
,PROD,,ZSNDS_0030,,1,Jan,922,,
,PROD,,ZSNDS_0032,,1,Jan,12,,
,PROD,,ZSNDS_0041,,1,Jan,76,,
,PROD,,ZSNDS_0043,,1,Jan,71,,
,PROD,,ZSNDS_ZAB0003,,1,Jan,3619,,
,PROD,,ZSNDS_ZAI0001,,1,Jan,108,,
,PROD,,ZSNDS_ZAO0001,,1,Jan,13,,
,PROD,,ZSNDS_ZAO0002,,1,Jan,127,,
,PROD,,ZSNDS_ZAO0003,,1,Jan,1090,,
,PROD,,ZSNDS_ZAR0010,,3,Jan,1133,,
,PROD,,ZSNDS_ZAR0015,,23,Jan,548,,
,PROD,,ZSNDS_ZAR0018,,3,Jan,1736,,
,PROD,,ZSNDS_ZAR0019,,2,Jan,29,,
,PROD,,ZSNDS_ZAR0020,,7,Jan,72,,
,PROD,,ZSNDS_ZAR0022,,3,Jan,5564,,
,PROD,,ZSNDS_ZAR0023,,1,Jan,9,,
,PROD,,ZSNDS_ZAR0046,,1,Jan,1,,
,PROD,,ZSNDS_ZAR0048,,2,Jan,2,,
,PROD,,ZSNFI_0005,,1,Jan,6,,
,PROD,,ZSNFI_0016,,1,Jan,6,,
,PROD,,ZSNFI_0021,,1,Jan,15,,
,PROD,,ZSNFI_0023,,1,Jan,38,,
,PROD,,ZSNFI_0024,,1,Jan,1,,
,PROD,,ZSNFI_0036,,1,Jan,176,,
,PROD,,ZSNFI_0038,,1,Jan,252,,
,PROD,,ZSNFI_0047,,1,Jan,2291,,
,PROD,,ZSNFI_0050,,1,Jan,5632,,
,PROD,,ZSNFI_0053,,1,Jan,495,,
,PROD,,ZSNFI_0054,,1,Jan,3,,
,PROD,,ZSNFI_0055,,1,Jan,8,,
,PROD,,ZSNFI_0056,,1,Jan,8,,
,PROD,,ZSNFI_0060,,1,Jan,690,,
,PROD,,ZSNFI_0061,,1,Jan,11379,,
,PROD,,ZSNFI_0062,,1,Jan,373,,
,PROD,,ZSNFI_0063,,1,Jan,16,,
,PROD,,ZSNFI_0064,,1,Jan,597,,
,PROD,,ZSNFI_0065,,1,Jan,109,,
,PROD,,ZSNFI_0066,,1,Jan,157,,
,PROD,,ZSNFI_0067,,1,Jan,98,,
,PROD,,ZSNFI_0068,,1,Jan,2354,,
,PROD,,ZSNFI_0074,,1,Jan,871,,
,PROD,,ZSNFI_0076,,1,Jan,4,,
,PROD,,ZSNFI_0077,,1,Jan,26,,
,PROD,,ZSNFI_0078,,1,Jan,85,,
,PROD,,ZSNFI_0081,,1,Jan,1624,,
,PROD,,ZSNFI_0082,,1,Jan,3070,,
,PROD,,ZSNFI_0084,,1,Jan,677,,
,PROD,,ZSNFI_0086,,1,Jan,8,,
,PROD,,ZSNFI_0087,,1,Jan,170,,
,PROD,,ZSNFI_0088,,1,Jan,13,,
,PROD,,ZSNFI_0089,,1,Jan,339,,
,PROD,,ZSNFI_0100,,1,Jan,552,,
,PROD,,ZSNFI_0101,,1,Jan,224,,
,PROD,,ZSNFI_0102,,1,Jan,156,,
,PROD,,ZSNFI_0104,,1,Jan,643,,
,PROD,,ZSNFI_0105,,1,Jan,164,,
,PROD,,ZSNFI_0106,,1,Jan,302,,
,PROD,,ZSNFI_0107,,1,Jan,1517,,
,PROD,,ZSNFI_0108,,1,Jan,3284,,
,PROD,,ZSNFI_0111,,1,Jan,2003,,
,PROD,,ZSNFI_0112,,1,Jan,2992,,
,PROD,,ZSNFI_0113,,1,Jan,120,,
,PROD,,ZSNFI_0114,,1,Jan,1,,
,PROD,,ZSNFI_0116,,1,Jan,526,,
,PROD,,ZSNFI_0117,,1,Jan,111,,
,PROD,,ZSNFI_0122,,1,Jan,205,,
,PROD,,ZSNFI_0123,,1,Jan,60,,
,PROD,,ZSNFI_0127,,1,Jan,169,,
,PROD,,ZSNFI_0128,,1,Jan,4430,,
,PROD,,ZSNFI_0129,,1,Jan,61,,
,PROD,,ZSNFI_0130,,1,Jan,912,,
,PROD,,ZSNFI_0133,,1,Jan,226,,
,PROD,,ZSNFI_0134,,1,Jan,149,,
,PROD,,ZSNFI_0135,,1,Jan,203,,
,PROD,,ZSNFI_0136,,1,Jan,85,,
,PROD,,ZSNFI_0201,,1,Jan,128,,
,PROD,,ZSNFI_0202,,1,Jan,7,,
,PROD,,ZSNFI_ZAO0005,,3,Jan,214,,
,PROD,,ZSNFI_ZAO0008,,5,Jan,5,,
,PROD,,ZSNFI_ZAO0009,,2,Jan,1,,
,PROD,,ZSNFI_ZAO0024,,1,Jan,2,,
,PROD,,ZSNFI_ZAO0025,,1,Jan,1,,
,PROD,,ZSNFI_ZAO0026,,11,Jan,20240,,
,PROD,,ZSNFI_ZAR0007,,2,Jan,6446,,
,PROD,,ZSNFI_ZAR0008,,1,Jan,1,,
,PROD,,ZSNFI_ZAR0010,,15,Jan,7,,
,PROD,,ZSNFI_ZAR0023,,1,Jan,60,,
,PROD,,ZSNFI_ZAS0005,,224,Jan,153,,
,PROD,,ZSNMM_0002,,1,Jan,276,,
,PROD,,ZSNMM_0005,,1,Jan,3952,,
,PROD,,ZSNMM_0007,,1,Jan,6870,,
,PROD,,ZSNMM_0008,,1,Jan,1983,,
,PROD,,ZSNMM_0012,,1,Jan,223,,
,PROD,,ZSNMM_0016,,1,Jan,1,,
,PROD,,ZSNMM_0017,,1,Jan,442,,
,PROD,,ZSNMM_0018,,1,Jan,44,,
,PROD,,ZSNMM_0019,,1,Jan,1002,,
,PROD,,ZSNMM_0020,,1,Jan,3,,
,PROD,,ZSNMM_0021,,1,Jan,2,,
,PROD,,ZSNMM_ZAR0015,,2,Jan,25643,,
,PROD,,ZSNSD_0004,,1,Jan,1,,
,PROD,,ZSNSD_0006,,1,Jan,9,,
,PROD,,ZSNSD_0008,,1,Jan,13,,
,PROD,,ZSNSD_0009,,1,Jan,40,,
,PROD,,ZSNSD_0012,,1,Jan,103,,
,PROD,,ZSNSD_ZAO0001,,1,Jan,2,,
,PROD,,ZSNSD_ZAO0002,,15,Jan,2355,,
,PROD,,ZSOD_V2,,1,Jan,36,,
,PROD,,ZTNCO_0001,,1,Jan,4,,
,PROD,,ZTNCO_0005,,1,Jan,41,,
,PROD,,ZTNFI_0003,,1,Jan,3,,
,PROD,,ZTNFI_0004,,1,Jan,1,,
,PROD,,ZTNFI_0005,,1,Jan,105,,
,PROD,,ZTNFI_0009,,1,Jan,35,,
,PROD,,ZTNFI_0011,,1,Jan,113,,
,PROD,,ZTNFI_0016,,1,Jan,12368,,
,PROD,,ZTNFI_0016R,,1,Jan,2,,
,PROD,,ZTNFI_0018,,1,Jan,209,,
,PROD,,ZTNFI_0019,,1,Jan,48,,
,PROD,,ZTNFI_0020,,1,Jan,345,,
,PROD,,ZTNFI_0021,,1,Jan,2,,
,PROD,,ZTNFI_0022,,1,Jan,162,,
,PROD,,ZTNFI_0034,,1,Jan,1,,
,PROD,,ZTNFI_0041,,1,Jan,31,,
,PROD,,ZTNFI_0050,,1,Jan,29,,
,PROD,,ZTNFI_0051,,1,Jan,1,,
,PROD,,ZTNFI_0053,,1,Jan,880,,
,PROD,,ZTNFI_0054,,1,Jan,7106,,
,PROD,,ZTNFI_0071,,1,Jan,3,,
,PROD,,ZTNFI_0075,,1,Jan,7,,
,PROD,,ZTNFI_ZAN0001,,1,Jan,229,,
,PROD,,ZTNFI_ZAO0006,,2,Jan,284,,
,PROD,,ZTNFI_ZAR0007,,2,Jan,1,,
,PROD,,ZTNMM_0002,,1,Jan,3,,
,PROD,,ZTNMM_0004,,1,Jan,3,,
,PROD,,ZTNMM_0007,,1,Jan,493,,
,PROD,,ZTNMM_0009,,1,Jan,3220,,
,PROD,,ZTNMM_0010,,1,Jan,8134,,
,PROD,,ZTNMM_0011,,1,Jan,1461,,
,PROD,,ZTNMM_0015,,1,Jan,2,,
,PROD,,ZTNMM_0016,,1,Jan,25,,
,PROD,,ZTNMM_0031,,1,Jan,10918,,
,PROD,,ZTNMM_0037,,1,Jan,53,,
,PROD,,ZTNMM_0038,,1,Jan,30,,
,PROD,,ZTNMM_0048,,1,Jan,640,,
,PROD,,ZTNMM_0049,,1,Jan,1,,
,PROD,,ZTNMM_0050,,1,Jan,30,,
,PROD,,ZTNMM_0051,,1,Jan,113,,
,PROD,,ZTNMM_0052,,1,Jan,422,,
,PROD,,ZTNMM_0056,,1,Jan,196,,
,PROD,,ZTNMM_0058,,1,Jan,263,,
,PROD,,ZTNMM_ZAE0001,,4,Jan,88954,,
,PROD,,ZTNMM_ZAN0002,,21,Jan,86,,
,PROD,,ZTNMM_ZAO0001,,1,Jan,11,,
,PROD,,ZTNMM_ZAO0010,,1,Jan,16,,
,PROD,,ZTNMM_ZAO0015,,1,Jan,1,,
,PROD,,ZTNSD_0006,,1,Jan,1805,,
,PROD,,ZTNSD_0014,,1,Jan,1598,,
,PROD,,ZTNSD_0017,,1,Jan,206,,
,PROD,,ZTNSD_0019,,1,Jan,247,,
,PROD,,ZTNSD_0020,,1,Jan,9,,
,PROD,,ZTNSD_0021,,1,Jan,7636,,
,PROD,,ZTNSD_0022,,1,Jan,44319,,
,PROD,,ZTNSD_0023,,1,Jan,69460,,
,PROD,,ZTNSD_0037,,1,Jan,41,,
,PROD,,ZTNSD_0047,,1,Jan,303,,
,PROD,,ZTNSD_0049,,1,Jan,5,,
,PROD,,ZTNSD_0056,,1,Jan,40,,
,PROD,,ZTNSD_0059,,1,Jan,13,,
,PROD,,ZTNSD_0060,,1,Jan,1,,
,PROD,,ZTNSD_ZAB0011,,86,Jan,518,,
,PROD,,ZTNSD_ZAE0006,,1,Jan,14099,,
,PROD,,ZTNSD_ZAN0002,,1,Jan,2155,,
,PROD,,ZTNSD_ZAO0001,,1,Jan,174,,
,PROD,,ZTNSD_ZAO0002,,1,Jan,139,,
,PROD,,ZTNSD_ZAO0005,,1,Jan,4390,,
,PROD,,ZTNSD_ZAO0007,,1,Jan,1,,
,PROD,,ZTNSD_ZAO0008,,1,Jan,74,,
,PROD,,ZTNSD_ZAO0009,,1,Jan,2583,,
,PROD,,ZTNSD_ZAO0010,,1,Jan,952,,
,PROD,,ZTNSD_ZAO0011,,1,Jan,1647,,
,PROD,,ZTNSD_ZAO0012,,1,Jan,8363,,
,PROD,,ZTNSD_ZAO0014,,1,Jan,116,,
,PROD,,ZTNSD_ZAO0015,,1,Jan,2,,
,PROD,,ZTNSD_ZAO0016,,1,Jan,83,,
,PROD,,ZTNSD_ZAO0018,,1,Jan,169,,
,PROD,,ZTNSD_ZAO0030,,1,Jan,64589,,
,PROD,,ZTNSD_ZAR0054,,2,Jan,157,,
,PROD,,ZVNFI_0001,,1,Jan,86,,
,PROD,,ZVNFI_0002,,1,Jan,4,,
,PROD,,ZVNFI_0003,,1,Jan,218,,
,PROD,,ZVNFI_ZAB0001,,1,Jan,197,,
,PROD,,ZVNSD_0001,,1,Jan,6,,
,PROD,,ZVNSD_0002,,1,Jan,1,,
,PROD,,ZVNSD_0004,,1,Jan,28,,
,PROD,,ZWADATIS,,1,Jan,885,,
,PROD,,Y0GBC_ZAR0003,,1,Feb,18,,
,PROD,,Y0GSD_0001,,1,Feb,5119,,
,PROD,,Y0NBC_0001,,1,Feb,37,,
,PROD,,Y0NBC_0004,,1,Feb,18,,
,PROD,,Y0NBC_ZAB0001,,1,Feb,15,,
,PROD,,Y0NBC_ZAR0027,,1,Feb,54,,
,PROD,,Y0NBC_ZAR0028,,3,Feb,241,,
,PROD,,Y0NCO_0013,,1,Feb,9,,
,PROD,,Y0NCO_0017,,1,Feb,3257,,
,PROD,,Y0NFI_0002,,1,Feb,5,,
,PROD,,Y0NFI_0003,,1,Feb,12,,
,PROD,,Y0NFI_0005,,1,Feb,1,,
,PROD,,Y0NFI_0006,,1,Feb,37,,
,PROD,,Y0NFI_0008,,1,Feb,7,,
,PROD,,Y0NFI_0009,,1,Feb,12,,
,PROD,,Y0NFI_0013,,1,Feb,1957,,
,PROD,,Y0NFI_0014,,1,Feb,4169,,
,PROD,,Y0NFI_0015,,1,Feb,4,,
,PROD,,Y0NFI_0017,,1,Feb,1,,
,PROD,,Y0NFI_0020,,1,Feb,25,,
,PROD,,Y0NFI_0022,,1,Feb,10,,
,PROD,,Y0NFI_0030,,1,Feb,16,,
,PROD,,Y0NFI_0032,,1,Feb,5,,
,PROD,,Y0NFI_0037,,1,Feb,87,,
,PROD,,Y0NFI_0040,,1,Feb,1,,
,PROD,,Y0NFI_0043,,1,Feb,4,,
,PROD,,Y0NFI_0060,,1,Feb,9,,
,PROD,,Y0NFI_0082,,1,Feb,15,,
,PROD,,Y0NFI_0083,,1,Feb,28,,
,PROD,,Y0NFI_0089,,1,Feb,11,,
,PROD,,Y0NFI_0104,,1,Feb,4674,,
,PROD,,Y0NFI_0106,,1,Feb,44628,,
,PROD,,Y0NFI_0120,,1,Feb,3318,,
,PROD,,Y0NFI_0121,,1,Feb,1824,,
,PROD,,Y0NFI_0122,,1,Feb,962,,
,PROD,,Y0NFI_0126,,1,Feb,1,,
,PROD,,Y0NFI_0127,,1,Feb,473,,
,PROD,,Y0NFI_0128,,1,Feb,986,,
,PROD,,Y0NFI_0131,,1,Feb,1992,,
,PROD,,Y0NFI_0133,,1,Feb,6133,,
,PROD,,Y0NFI_0137,,1,Feb,4,,
,PROD,,Y0NFI_0139,,1,Feb,787,,
,PROD,,Y0NFI_0177,,1,Feb,11539,,
,PROD,,Y0NFI_0178,,1,Feb,312,,
,PROD,,Y0NFI_0206,,1,Feb,2,,
,PROD,,Y0NFI_0209,,1,Feb,423,,
,PROD,,Y0NFI_0220,,1,Feb,25694,,
,PROD,,Y0NFI_0226,,1,Feb,1781,,
,PROD,,Y0NFI_0231,,1,Feb,7,,
,PROD,,Y0NFI_0234,,1,Feb,121,,
,PROD,,Y0NFI_0237,,1,Feb,10,,
,PROD,,Y0NFI_0240,,1,Feb,2965,,
,PROD,,Y0NFI_02401,,1,Feb,1308,,
,PROD,,Y0NFI_0242,,1,Feb,3,,
,PROD,,Y0NFI_0243,,1,Feb,2,,
,PROD,,Y0NFI_02431,,1,Feb,3,,
,PROD,,Y0NFI_0245,,1,Feb,29,,
,PROD,,Y0NFI_0286,,1,Feb,391,,
,PROD,,Y0NFI_0291_COPY,,1,Feb,9,,
,PROD,,Y0NFI_0299,,1,Feb,10,,
,PROD,,Y0NFI_0303,,1,Feb,58,,
,PROD,,Y0NFI_0310,,1,Feb,198,,
,PROD,,Y0NFI_0314,,1,Feb,255,,
,PROD,,Y0NFI_0323,,1,Feb,367,,
,PROD,,Y0NFI_0330,,1,Feb,25,,
,PROD,,Y0NFI_0331,,1,Feb,394,,
,PROD,,Y0NFI_0336,,1,Feb,75,,
,PROD,,Y0NFI_0351,,1,Feb,1,,
,PROD,,Y0NFI_ZAB0011,,9,Feb,59,,
,PROD,,Y0NFI_ZAB0012,,7,Feb,26,,
,PROD,,Y0NFI_ZAB0013,,28,Feb,239,,
,PROD,,Y0NFI_ZAN0004,,5,Feb,43,,
,PROD,,Y0NFI_ZAN0105,,2,Feb,151,,
,PROD,,Y0NFI_ZAO0003,,2,Feb,2,,
,PROD,,Y0NFI_ZAO0011,,1,Feb,3,,
,PROD,,Y0NFI_ZAO0021,,3,Feb,749,,
,PROD,,Y0NFI_ZAO0023,,2,Feb,3292,,
,PROD,,Y0NFI_ZAO0101,,1,Feb,237,,
,PROD,,Y0NFI_ZAO0110,,2,Feb,7,,
,PROD,,Y0NFI_ZAO0116,,3,Feb,63,,
,PROD,,Y0NFI_ZAO0206,,2,Feb,20,,
,PROD,,Y0NFI_ZAO0212,,1,Feb,57117,,
,PROD,,Y0NFI_ZAO0220,,3,Feb,2,,
,PROD,,Y0NFI_ZAR0001,,1,Feb,447,,
,PROD,,Y0NFI_ZAR0002,,1,Feb,69,,
,PROD,,Y0NFI_ZAR0020,,7,Feb,18775,,
,PROD,,Y0NFI_ZAR0038,,2,Feb,1158,,
,PROD,,Y0NFI_ZAR0040,,17,Feb,89999,,
,PROD,,Y0NFI_ZAR0059,,2,Feb,17657,,
,PROD,,Y0NFI_ZAR0069,,1,Feb,167,,
,PROD,,Y0NFI_ZAR0070,,2,Feb,28,,
,PROD,,Y0NFI_ZAR0127,,7,Feb,370,,
,PROD,,Y0NFI_ZAR0128,,7,Feb,358,,
,PROD,,Y0NFI_ZAR0130,,1,Feb,35,,
,PROD,,Y0NFI_ZAR0212,,2,Feb,5743,,
,PROD,,Y0NFI_ZAR0279,,2,Feb,1,,
,PROD,,Y0NFI_ZAR218_COPY,,2,Feb,51,,
,PROD,,Y0NMM_0004,,1,Feb,850,,
,PROD,,Y0NMM_0005,,1,Feb,818,,
,PROD,,Y0NMM_0008,,1,Feb,4,,
,PROD,,Y0NMM_0012,,1,Feb,415,,
,PROD,,Y0NMM_0014,,1,Feb,171,,
,PROD,,Y0NMM_0015,,1,Feb,105,,
,PROD,,Y0NMM_0016,,1,Feb,46,,
,PROD,,Y0NMM_0017,,1,Feb,2,,
,PROD,,Y0NMM_0018,,1,Feb,15,,
,PROD,,Y0NMM_0022,,1,Feb,519,,
,PROD,,Y0NMM_0026,,1,Feb,122,,
,PROD,,Y0NMM_0037,,1,Feb,56,,
,PROD,,Y0NMM_0039,,1,Feb,68,,
,PROD,,Y0NMM_0040,,1,Feb,78,,
,PROD,,Y0NMM_0042,,1,Feb,194,,
,PROD,,Y0NMM_0045,,1,Feb,7958,,
,PROD,,Y0NMM_0048,,1,Feb,2,,
,PROD,,Y0NMM_0053,,1,Feb,3701,,
,PROD,,Y0NMM_0054,,1,Feb,8,,
,PROD,,Y0NMM_0056,,1,Feb,89311,,
,PROD,,Y0NMM_0057,,1,Feb,120,,
,PROD,,Y0NMM_0063,,1,Feb,62,,
,PROD,,Y0NMM_0065,,1,Feb,4,,
,PROD,,Y0NMM_0066,,1,Feb,1,,
,PROD,,Y0NMM_0070,,1,Feb,149,,
,PROD,,Y0NMM_0073,,1,Feb,1,,
,PROD,,Y0NMM_0075,,1,Feb,614,,
,PROD,,Y0NMM_0076,,1,Feb,15308,,
,PROD,,Y0NMM_0082,,1,Feb,740,,
,PROD,,Y0NMM_0083,,1,Feb,543,,
,PROD,,Y0NMM_0085,,1,Feb,215,,
,PROD,,Y0NMM_0086,,1,Feb,1346,,
,PROD,,Y0NMM_0088,,1,Feb,16,,
,PROD,,Y0NMM_0089,,1,Feb,1,,
,PROD,,Y0NMM_0105,,1,Feb,1398,,
,PROD,,Y0NMM_0109,,1,Feb,653,,
,PROD,,Y0NMM_0110,,1,Feb,1166,,
,PROD,,Y0NMM_0111,,1,Feb,17,,
,PROD,,Y0NMM_0114,,1,Feb,4,,
,PROD,,Y0NMM_0213,,1,Feb,2,,
,PROD,,Y0NMM_0215,,1,Feb,49698,,
,PROD,,Y0NMM_0219,,1,Feb,16,,
,PROD,,Y0NMM_0224,,1,Feb,78,,
,PROD,,Y0NMM_0228,,1,Feb,11,,
,PROD,,Y0NMM_0233,,1,Feb,7,,
,PROD,,Y0NMM_0238,,1,Feb,4,,
,PROD,,Y0NMM_0242,,1,Feb,1,,
,PROD,,Y0NMM_0246,,1,Feb,34,,
,PROD,,Y0NMM_0264,,1,Feb,20,,
,PROD,,Y0NMM_T0103,,1,Feb,3,,
,PROD,,Y0NMM_ZAB0002,,2,Feb,29,,
,PROD,,Y0NMM_ZAC0006=================CP,,1,Feb,39,,
,PROD,,Y0NMM_ZAE0001,,33,Feb,127,,
,PROD,,Y0NMM_ZAE0003,,1,Feb,4,,
,PROD,,Y0NMM_ZAN0001,,10,Feb,19,,
,PROD,,Y0NMM_ZAN0008,,4,Feb,3,,
,PROD,,Y0NMM_ZAO0002,,9,Feb,13,,
,PROD,,Y0NMM_ZAO0003,,9,Feb,163,,
,PROD,,Y0NMM_ZAO0004,,19,Feb,65410,,
,PROD,,Y0NMM_ZAO0005,,6,Feb,26,,
,PROD,,Y0NMM_ZAO0008,,1,Feb,10,,
,PROD,,Y0NMM_ZAO0016,,14,Feb,33,,
,PROD,,Y0NMM_ZAO0017,,17,Feb,70464,,
,PROD,,Y0NMM_ZAO0020,,3,Feb,61,,
,PROD,,Y0NMM_ZAO0021,,3,Feb,1291,,
,PROD,,Y0NMM_ZAO0025,,6,Feb,12863,,
,PROD,,Y0NMM_ZAO0026,,5,Feb,9740,,
,PROD,,Y0NMM_ZAO0027,,15,Feb,8289,,
,PROD,,Y0NMM_ZAO0028,,7,Feb,114,,
,PROD,,Y0NMM_ZAO0029,,8,Feb,151,,
,PROD,,Y0NMM_ZAO0030,,2,Feb,618,,
,PROD,,Y0NMM_ZAO0031,,7,Feb,52,,
,PROD,,Y0NMM_ZAO0032,,2,Feb,21,,
,PROD,,Y0NMM_ZAO0203,,2,Feb,7,,
,PROD,,Y0NMM_ZAR0002,,24,Feb,182,,
,PROD,,Y0NMM_ZAR0014,,1,Feb,2,,
,PROD,,Y0NMM_ZAR0018,,1,Feb,37,,
,PROD,,Y0NMM_ZAR0020,,10,Feb,164617,,
,PROD,,Y0NMM_ZAR0029,,19,Feb,118,,
,PROD,,Y0NMM_ZAR0030,,2,Feb,679,,
,PROD,,Y0NMM_ZAR0031,,1,Feb,89,,
,PROD,,Y0NMM_ZAR0036,,1,Feb,52,,
,PROD,,Y0NMM_ZAR0043,,4,Feb,92,,
,PROD,,Y0NMM_ZAR0210,,3,Feb,1986,,
,PROD,,Y0NMM_ZAR0220,,7,Feb,8946,,
,PROD,,Y0NMM_ZAR0230,,1,Feb,6364,,
,PROD,,Y0NMM_ZAR0233,,2,Feb,35,,
,PROD,,Y0NPR_0001,,1,Feb,331,,
,PROD,,Y0NPR_0002,,1,Feb,724,,
,PROD,,Y0NPR_0003,,1,Feb,5,,
,PROD,,Y0NPR_0013,,1,Feb,555,,
,PROD,,Y0NPR_0014,,1,Feb,1577,,
,PROD,,Y0NSD_0012,,1,Feb,16906,,
,PROD,,Y0NSD_0014,,1,Feb,38,,
,PROD,,Y0NSD_0016,,1,Feb,10478,,
,PROD,,Y0NSD_0017,,1,Feb,3425,,
